pops,distance,countsum,orte,norm,
2241802,481.7261149,351,"London, Vereinigtes Königreich",0.00015657,
2480852,10608.84951,139,"Lima, Peru",5.60291E-05,
2521902,3925.465665,2613,"Teheran, Iran",0.001036123,
2633967,1148.859376,316,"Barcelona, Spanien",0.000119971,
2670501,9434.006502,112,"Taipei, Taiwan",4.19397E-05,
2942794,9082.559129,136,"Bangkok, Thailand",4.62146E-05,
3027792,9344.146412,956,"Tokio, Japan",0.000315742,
3711060,6030.255628,179,"New York, Vereinigte Staaten",4.82342E-05,
3929752,11426.4105,142,"Buenos Aires, Argentinien",3.61346E-05,
3965401,9255.673577,382,"Osaka, Japan",9.63333E-05,
4015866,9319.314063,158,"Saitama, Japan",3.93439E-05,
4043061,9760.731703,142,"Saigon, Vietnam",3.51219E-05,
4133766,8580.280949,744,"Seoul, Korea, Republik",0.000179981,
4150653,6211.581117,167,"Kinshasa, Kongo, Dem.Republik (Zaire)",4.02346E-05,
4536576,4949.590188,127,"Lagos, Nigeria",2.79947E-05,
5062864,411.7978881,503,"Paris, Frankreich",9.93509E-05,
5430857,9237.123214,145,"Hong Kong, China",2.66993E-05,
6300090,9778.844099,111,"Sao Paulo, Brasilien",1.76188E-05,
7655978,9412.087952,169,"Mexiko-Stadt, Mexiko",2.20743E-05,
