Geburtsland,Geburtsort,Geburtsort_Land,Anzahl,Lat_Bing,Long_Bing,Distanz,pop,norm
Italien,Partinico,"Partinico, Italien",133,38.04809952,13.12150002,1544.815529,31562,0.0042139281414359000
Italien,Palermo,"Palermo, Italien",220,38.11709976,13.35289955,1543.4853,656081,0.0003353244492676970
Mazedonien,Kumanovo,"Kumanovo, Mazedonien",420,42.13668823,21.7177906,1519.246428,108471,0.0038720026550875300
Mazedonien,Skopje,"Skopje, Mazedonien",1310,41.99473953,21.42999077,1514.581237,474889,0.0027585393639355700
Mazedonien,Tetovo,"Tetovo, Mazedonien",226,42.00880051,20.97660065,1488.238055,72944,0.0030982671638517200
Kosovo,Ferizaj,"Ferizaj, Kosovo",129,42.37007904,21.15166855,1468.388252,94277,0.0013683082830382800
Kosovo,Prizren,"Prizren, Kosovo",191,42.21760178,20.73349953,1457.56368,159145,0.0012001633730246000
Spanien,Madrid,"Madrid, Spanien",437,40.42028046,-3.705770016,1446.302089,3273049,0.0001335146525456840
Kosovo,Pristina,"Pristina, Kosovo",160,42.66379929,21.16620064,1445.570149,254021,0.0006298691840438390
Weißrussland,Minsk,"Minsk, Weißrussland",183,53.8832016,27.50429916,1431.524344,1836808,0.0000996293570149956
Lettland,Riga,"Riga, Lettland",327,57.02769852,24.04470062,1295.83539,706413,0.0004629020134114180
Italien,Neapel,"Neapel, Italien",264,40.84769821,14.26259995,1287.530586,962940,0.0002741603838245370
Serbien,Belgrad,"Belgrad, Serbien",1084,44.81309891,20.46326065,1241.326102,1639121,0.0006613300665417620
Rumänien,Timisoara,"Timisoara, Rumänien",163,45.75553513,21.23749924,1226.101115,303640,0.0005368199183243310
Serbien,Sabac,"Sabac, Serbien",125,44.75851059,19.70169067,1199.485271,55114,0.0022680262728163400
Bosnien und Herzegowina,Sarajevo,"Sarajevo, Bosnien und Herzegowina",246,43.85942078,18.4357605,1196.753974,304614,0.0008075794283913410
