"Geburtsland","Geburtsort","Geburtsort_Land","Anzahl","Lat_Bing","Long_Bing","Distanz","pop","norm"
"Nordrhein-Westfalen","Viersen ","Viersen , Nordrhein-Westfalen",1243,51.25529861,6.382239819,27.85497268,75975,0.0163606449489964
"Nordrhein-Westfalen","Moers ","Moers , Nordrhein-Westfalen",910,51.44979858,6.67013979,27.06147112,107180,0.00849038999813398
"Nordrhein-Westfalen","Mülheim an der Ruhr ","Mülheim an der Ruhr , Nordrhein-Westfalen",1269,51.43159866,6.878769875,25.05706363,169414,0.00749052616666863
"Nordrhein-Westfalen","Leverkusen ","Leverkusen , Nordrhein-Westfalen",1380,51.03319168,6.981739998,24.87548206,161336,0.00855357762681608
"Nordrhein-Westfalen","Duisburg ","Duisburg , Nordrhein-Westfalen",8294,51.43143082,6.763929844,24.00818273,499111,0.0166175459967823
"Nordrhein-Westfalen","Mönchengladbach ","Mönchengladbach , Nordrhein-Westfalen",3365,51.19549942,6.442679882,23.4047223,260951,0.0128951412334116
"Nordrhein-Westfalen","Tönisvorst ","Tönisvorst , Nordrhein-Westfalen",270,51.32062149,6.495359898,22.80349437,30140,0.00895819508958195
"Nordrhein-Westfalen","Velbert ","Velbert , Nordrhein-Westfalen",1193,51.33150101,7.044730186,22.74938502,86754,0.0137515273070982
"Nordrhein-Westfalen","Solingen ","Solingen , Nordrhein-Westfalen",2125,51.16759872,7.085100174,22.25587166,162948,0.0130409701254388
"Nordrhein-Westfalen","Wülfrath ","Wülfrath , Nordrhein-Westfalen",180,51.28430176,7.054289818,20.87372085,21917,0.00821280284710499
"Nordrhein-Westfalen","Krefeld ","Krefeld , Nordrhein-Westfalen",2617,51.33390045,6.562300205,19.88396286,237104,0.0110373506984277
"Nordrhein-Westfalen","Grevenbroich ","Grevenbroich , Nordrhein-Westfalen",681,51.09009933,6.593729973,18.90720785,64388,0.0105765049388085
"Nordrhein-Westfalen","Korschenbroich ","Korschenbroich , Nordrhein-Westfalen",119,51.19240189,6.512420177,18.60427385,33401,0.00356276758180893
"Nordrhein-Westfalen","Haan ","Haan , Nordrhein-Westfalen",1407,51.20759964,7.032999992,17.97793516,29411,0.0478392438203393
"Nordrhein-Westfalen","Langenfeld (Rheinland)","Langenfeld (Rheinland), Nordrhein-Westfalen",1341,51.11059952,6.947969913,16.76291705,58947,0.0227492493256654
"Nordrhein-Westfalen","Willich ","Willich , Nordrhein-Westfalen",467,51.25899887,6.548789978,16.58716416,51995,0.00898163284931243
"Nordrhein-Westfalen","Dormagen ","Dormagen , Nordrhein-Westfalen",608,51.1006012,6.854050159,13.90450597,63474,0.00957872514730441
"Nordrhein-Westfalen","Hilden ","Hilden , Nordrhein-Westfalen",6367,51.16809845,6.953629971,13.49276484,56326,0.113038383694919
"Nordrhein-Westfalen","Mettmann ","Mettmann , Nordrhein-Westfalen",1645,51.24489975,6.96216011,13.40149301,39778,0.0413545175725275
"Nordrhein-Westfalen","Ratingen ","Ratingen , Nordrhein-Westfalen",3736,51.29610062,6.815670013,9.364837819,92152,0.0405417136904245
"Nordrhein-Westfalen","Erkrath","Erkrath, Nordrhein-Westfalen",277,51.2215004,6.897799969,8.532021022,47205,0.00586802245524838
"Nordrhein-Westfalen","Neuss ","Neuss , Nordrhein-Westfalen",5462,51.21609879,6.667709827,7.569349323,151626,0.0360228456860961
"Nordrhein-Westfalen","Meerbusch ","Meerbusch , Nordrhein-Westfalen",1212,51.25188828,6.691020012,7.177230637,54180,0.0223698781838317
